latency(lag),total size,packet,time_stamp,err_count,success_count
3871,37610030900,100000004,14905.53,0,99543977
3873,37609674843,100000004,14937.66,0,99543964
3874,37610600509,100000016,14969.78,0,99543930
3868,37610229064,100000008,15001.91,0,99544000
3871,37610151583,100000008,15034.03,0,99543961
3873,37610379775,100000008,15066.16,0,99544020
3874,37609996085,100000004,15098.28,0,99543965
3871,37609865245,100000004,15130.40,0,99543984
3871,37609773292,100000004,15162.53,0,99543946
3871,37610525909,100000008,15194.66,0,99543940
3870,37610656447,100000016,15226.78,0,99544007
3871,37610179017,100000008,15258.90,0,99543990
3873,37610300169,100000012,15291.03,0,99543999
3872,37609797730,100000004,15323.15,0,99543980
3870,37609844130,100000004,15355.28,0,99543958
3871,37610062097,100000004,15387.39,0,99543946
3867,37610649713,100000010,15419.52,0,99543951
3864,37610118522,100000002,15451.65,0,99543979
3868,37610260157,100000012,15483.77,0,99544016
3870,37610292810,100000004,15515.89,0,99543994
3870,37609940076,100000020,15548.02,0,99543993
3873,37609614387,100000004,15580.14,0,99543966
3872,37610589273,100000003,15612.26,0,99543917
3868,37610243027,100000001,15644.39,0,99543989
3870,37610173153,100000020,15676.51,0,99543974
3869,37610383153,100000004,15708.64,0,99544024
3870,37609991690,100000008,15740.76,0,99543965
3869,37609913290,100000004,15772.88,0,99543979
3869,37609692010,100000008,15805.01,0,99543961
3871,37610509485,100000004,15837.13,0,99543933
3865,37610667116,100000004,15869.25,0,99543993
3865,37610198664,100000004,15901.38,0,99543979
3868,37610390211,100000008,15933.50,0,99543998
3869,37609647863,100000004,15965.63,0,99543971
3869,37609817498,100000004,15997.76,0,99543975
3869,37610146282,100000004,16029.88,0,99543934
3869,37610583737,100000012,16062.00,0,99543954
3870,37610251754,100000004,16094.13,0,99543984
3866,37610133134,100000004,16126.25,0,99544015
3868,37610292047,100000012,16158.38,0,99543997
3868,37609970750,100000004,16190.49,0,99543971
3870,37609688463,100000004,16222.62,0,99543971
3869,37610476743,100000004,16254.75,0,99543922
3868,37610349578,100000004,16286.87,0,99543976
3865,37610158122,100000004,16319.00,0,99543976
3868,37610394615,100000004,16351.12,0,99544024
3868,37609904464,100000004,16383.24,0,99543955
3868,37610014017,100000004,16415.36,0,99543977
3870,37609677615,100000004,16447.48,0,99543959
3868,37610500797,100000012,16479.61,0,99543936
3869,37610627075,100000004,16511.74,0,99543999
3868,37610208232,100000008,16543.86,0,99543985
3867,37610343902,100000012,16575.98,0,99544000
3868,37609763049,100000008,16608.10,0,99543978
3868,37609854883,100000004,16640.23,0,99543978
3869,37609950450,100000004,16672.36,0,99543932
3868,37610666118,100000004,16704.47,0,99543944
3868,37610319360,100000012,16736.61,0,99543993
3868,37610191441,100000004,16768.72,0,99544012
3868,37610235574,100000004,16800.85,0,99543992
3868,37609923631,100000008,16832.98,0,99543960
3868,37609729899,100000004,16865.09,0,99543984
3868,37610434800,100000004,16897.22,0,99543923
3868,37610328144,100000004,16929.34,0,99543970
3864,37610139975,100000004,16961.47,0,99543969
3864,37610369968,100000006,16993.60,0,99544035
3868,37610064074,100000002,17025.72,0,99543957
3972,37609873401,100000012,17057.84,0,99543990
3867,37609700479,100000012,17089.96,0,99543963
3869,37610625304,100000008,17122.08,0,99543939
3866,37610433339,100000012,17154.21,0,99543997
3864,37610217300,100000012,17186.33,0,99543979
3866,37610331244,100000004,17218.46,0,99544006
3866,37609882844,100000008,17250.58,0,99543980
3866,37609826665,100000004,17282.71,0,99543970
3866,37609856446,100000004,17314.83,0,99543946
3867,37610618475,100000016,17346.95,0,99543941
3866,37610466312,100000004,17379.08,0,99543993
3866,37610275261,100000004,17411.20,0,99544007
3866,37610117854,100000004,17443.33,0,99543983
3866,37610032174,100000004,17475.44,0,99543970
3867,37609757437,100000004,17507.57,0,99543976
3866,37610179617,100000004,17539.69,0,99543934
3866,37610493719,100000004,17571.81,0,99543962
3869,37610060615,100000004,17603.94,0,99543963
3875,37610283866,100000004,17636.06,0,99544026
3874,37610262700,100000004,17668.18,0,99543975
3874,37609918966,100000004,17700.31,0,99543987
3873,37609733161,100000004,17732.43,0,99543950
3874,37610586950,100000008,17764.55,0,99543923
3874,37610298070,100000004,17796.68,0,99544005
3874,37610345484,100000004,17828.80,0,99543968
3875,37610235243,100000004,17860.93,0,99544010
3874,37609852246,100000004,17893.05,0,99543972
3874,37609886737,100000004,17925.17,0,99543971
3874,37609915364,100000004,17957.30,0,99543949
3874,37610446554,100000012,17989.42,0,99543936
3875,37610595743,100000016,18021.54,0,99544005
3874,37610242452,100000008,18053.66,0,99544012
3874,37610138901,100000004,18085.79,0,99543983
3874,37609986045,100000004,18117.91,0,99543966
3873,37609800368,100000004,18150.04,0,99543969
3872,37610134909,100000012,18182.16,0,99543954
3872,37610493908,100000004,18214.28,0,99543959
3874,37610118073,100000004,18246.41,0,99543962
3874,37610251751,100000004,18278.53,0,99544023
3874,37610221051,100000004,18310.65,0,99543979
3874,37610017294,100000004,18342.77,0,99543972
3873,37609673342,100000004,18374.89,0,99543970
3873,37610602296,100000004,18407.02,0,99543919
3873,37610304983,100000004,18439.14,0,99543994
3873,37610291633,100000004,18471.26,0,99543960
3874,37610237203,100000004,18503.39,0,99544026
3874,37609906338,100000016,18535.52,0,99543984
3874,37609880791,100000004,18567.63,0,99543962
3874,37609825218,100000004,18599.76,0,99543952
3873,37610571560,100000004,18631.88,0,99543933
3874,37610548835,100000004,18664.01,0,99543991
3875,37610156249,100000004,18696.13,0,99544012
3872,37610200171,100000004,18728.25,0,99543969
3873,37609974445,100000008,18760.37,0,99543984
3873,37609830121,100000004,18792.49,0,99543956
3873,37610070564,100000004,18824.62,0,99543956
3874,37610600231,100000004,18856.74,0,99543958
3871,37610109283,100000008,18888.87,0,99543967
3873,37610350549,100000008,18920.99,0,99544013
3873,37610118174,100000008,18953.12,0,99543999
3872,37609965618,100000004,18985.24,0,99543974
3871,37609672298,100000004,19017.36,0,99543970
3871,37610669759,100000004,19049.48,0,99543914
3873,37610254589,100000004,19081.60,0,99543997
3873,37610206096,100000008,19113.73,0,99543959
3872,37610281122,100000004,19145.86,0,99544024
3873,37609912370,100000012,19177.98,0,99543974
3873,37609862208,100000004,19210.10,0,99543975
3873,37609829707,100000004,19242.22,0,99543946
3873,37610658543,100000008,19274.35,0,99543936
3873,37610505261,100000012,19306.47,0,99544005
3873,37610163814,100000008,19338.59,0,99544006
